CreditGrade,Term,LoanStatus,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,GroupKey,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,LoanOriginalAmount,MonthlyLoanPayment,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
Unknown,36,1,0.21933000000000002,0.197,0.187,0.1177,0.065,0.1177,4.0,C,9.0,1,NY,Professional,Full-time,12.0,False,False,Unknown,640.0,659.0,1998-11-27 00:00:00,10.0,9.0,13.0,7,189.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,7652.0,0.34,14448.0,12.0,0.91,1.0,0.21,"$100,000+",True,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500,203.56,1.0,0,0,0.0,278
C,36,1,0.35423000000000004,0.33,0.32,0.31085,,,4.0,Unknown,6.0,1,IL,Other,Full-time,265.0,False,False,Unknown,660.0,679.0,1988-12-01 00:00:00,4.0,3.0,24.0,1,0.0,4.0,4.0,4.0,0.0,4.0,1.0,1.0,6.0,0.01,494.0,21.0,0.77,3.0,0.19,"$50,000-74,999",True,4729.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,220.56,1.0,0,0,0.0,67
Unknown,36,1,0.35643,0.3199,0.3099,0.2957,0.147,0.1487,2.0,E,4.0,7,CA,Teacher,Employed,120.0,False,False,Unknown,720.0,739.0,1992-07-29 00:00:00,9.0,6.0,36.0,3,76.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,1599.0,0.18,7151.0,30.0,0.96,1.0,0.22,"$50,000-74,999",True,5583.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500,283.07,1.0,0,0,0.0,76
Unknown,60,1,0.25564000000000003,0.2304,0.2204,0.20169,0.1125,0.08918999999999999,3.0,D,4.0,1,CA,Other,Employed,80.0,True,False,Unknown,660.0,679.0,1998-03-30 00:00:00,10.0,10.0,25.0,8,564.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,28313.0,0.94,1687.0,25.0,1.0,0.0,0.24,"$50,000-74,999",True,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000,423.2,1.0,0,0,0.0,1
Unknown,60,1,0.3302,0.303,0.293,0.267,0.1325,0.1345,2.0,E,2.0,1,OH,Other,Other,0.0,True,False,Unknown,660.0,679.0,1995-04-01 00:00:00,13.0,11.0,25.0,10,550.0,0.0,1.0,1.0,157.0,0.0,1.0,0.0,19773.0,0.87,2380.0,18.0,1.0,2.0,0.01898482441346545,"$50,000-74,999",False,6083.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3550,115.51,1.0,0,0,0.0,48
Unknown,60,1,0.23318000000000003,0.2085,0.1985,0.195,0.0565,0.1385,5.0,B,8.0,7,NY,Analyst,Employed,77.0,True,False,Unknown,740.0,759.0,1997-11-19 00:00:00,5.0,5.0,29.0,3,65.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,350.0,0.23,1150.0,10.0,1.0,0.0,0.16,"$25,000-49,999",True,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5100,137.54,1.0,0,0,0.0,29
Unknown,36,0,0.34794,0.3075,0.2975,0.0301,0.25,0.0301,1.0,HR,3.0,7,CA,Professional,Full-time,191.0,False,False,Unknown,600.0,619.0,1993-08-11 00:00:00,5.0,5.0,37.0,1,0.0,9.0,40.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,33.0,0.78,2.0,0.09,"$50,000-74,999",True,4500.0,1.0,19.0,18.0,1.0,0.0,1000.0,598.65,1000,42.86,1.0,0,0,0.0,34
A,36,1,0.11162000000000001,0.0977,0.0877,0.07855,,,4.0,Unknown,6.0,1,NY,Computer Programmer,Full-time,5.0,False,False,Unknown,720.0,739.0,2002-08-04 00:00:00,7.0,7.0,9.0,7,144.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,6317.0,0.24,19183.0,8.0,1.0,2.0,0.09,"$25,000-49,999",True,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500,209.04,1.0,0,0,0.0,243
Unknown,12,1,0.24531999999999998,0.1672,0.1572,0.1536,0.095,0.0586,3.0,D,4.0,3,SC,Accountant/CPA,Employed,80.0,True,False,Unknown,620.0,639.0,2003-02-19 00:00:00,14.0,14.0,34.0,7,886.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,38919.0,0.87,5481.0,28.0,0.89,2.0,0.45,"$75,000-99,999",True,7273.166667,2.0,51.0,51.0,0.0,0.0,10000.0,0.01,5000,455.36,1.0,0,0,0.0,97
Unknown,60,1,0.14765999999999999,0.1296,0.1196,0.1192,0.02,0.0992,6.0,A,8.0,1,MI,Engineer - Mechanical,Employed,26.0,True,False,Unknown,720.0,739.0,1993-07-01 00:00:00,9.0,8.0,38.0,4,11.0,0.0,3.0,0.0,0.0,46.0,0.0,0.0,2455.0,0.01,989.0,37.0,0.86,2.0,0.2,"$50,000-74,999",True,5000.0,3.0,36.0,36.0,0.0,0.0,11500.0,3373.34,7000,159.13,1.0,0,0,0.0,88
Unknown,36,1,0.30532,0.2699,0.2599,0.2534,0.112,0.1414,3.0,D,9.0,2,TX,Other,Employed,35.0,False,False,Unknown,640.0,659.0,2005-11-08 00:00:00,3.0,3.0,12.0,2,40.0,1.0,3.0,1.0,281.0,0.0,1.0,0.0,374.0,0.41,526.0,10.0,0.66,0.0,0.08,"$75,000-99,999",True,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500,183.69,1.0,0,0,0.0,90
Unknown,36,1,0.17322,0.1515,0.1415,0.0796,0.0595,0.0796,5.0,B,8.0,1,NC,Other,Employed,47.0,True,False,Unknown,740.0,759.0,1996-09-19 00:00:00,9.0,9.0,11.0,3,211.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7434.0,0.42,10166.0,10.0,0.9,0.0,0.24,"$25,000-49,999",True,2916.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000,243.17,1.0,0,0,0.0,169
Unknown,36,1,0.0799,0.0765,0.0665,0.0535,0.013,0.0535,7.0,AA,10.0,1,WI,Engineer - Electrical,Full-time,54.0,True,False,Unknown,800.0,819.0,1999-02-04 00:00:00,14.0,13.0,31.0,12,501.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16013.0,0.21,54155.0,28.0,1.0,1.0,0.16,"$75,000-99,999",True,7275.083333,1.0,17.0,17.0,0.0,0.0,10000.0,0.0,5000,155.88,1.0,0,0,0.0,172
B,36,1,0.12449,0.1175,0.1075,0.09834999999999999,,,4.0,Unknown,6.0,0,Unknown,Landscaping,Full-time,21.0,False,False,Unknown,680.0,699.0,1980-06-26 00:00:00,3.0,3.0,20.0,1,44.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1050.0,0.0,0.0,19.0,0.57,0.0,0.15,"$50,000-74,999",True,5161.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,164.18,1.0,0,0,0.0,118
Unknown,36,0,0.25836,0.2355,0.2255,0.1502,0.07,0.1502,4.0,C,7.0,7,FL,Skilled Labor,Self-employed,103.0,False,True,3D4D3366260257624AB272D,760.0,779.0,1999-11-11 00:00:00,2.0,2.0,9.0,2,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2118.0,0.12,14982.0,6.0,1.0,0.0,0.0694001199760048,"$50,000-74,999",False,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8900,347.07,1.0,0,0,0.0,315
Unknown,36,1,0.202,0.1799,0.1699,0.1669,0.0595,0.1074,5.0,B,8.0,1,SC,Other,Employed,1.0,True,False,Unknown,740.0,759.0,1997-02-27 00:00:00,9.0,8.0,24.0,4,197.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3865.0,0.19,2905.0,16.0,1.0,1.0,0.35,"$25,000-49,999",True,3416.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000,253.03,1.0,0,0,0.0,5
Unknown,12,1,0.18192,0.1246,0.1146,0.108,0.0574,0.0506,5.0,B,8.0,1,CA,Engineer - Electrical,Employed,204.0,False,False,Unknown,680.0,699.0,2005-07-12 00:00:00,7.0,7.0,13.0,5,155.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,11407.0,0.57,8493.0,13.0,0.92,0.0,0.15,"$100,000+",True,13100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0.0,1.0,0,0,0.0,165
Unknown,36,1,0.2951,0.2599,0.2499,0.2437,0.108,0.1357,3.0,D,7.0,1,NC,Sales - Commission,Employed,6.0,False,False,Unknown,700.0,719.0,2005-07-07 00:00:00,2.0,2.0,5.0,2,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3854.0,0.35,7146.0,5.0,0.8,0.0,0.15,"$25,000-49,999",True,2083.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500,261.85,1.0,0,0,0.0,38
Unknown,36,1,0.22741999999999998,0.1902,0.1802,0.176,0.065,0.111,4.0,C,2.0,1,CT,Police Officer/Correction Officer,Employed,223.0,True,False,Unknown,760.0,779.0,1988-04-01 00:00:00,19.0,13.0,81.0,12,256.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1357.0,0.02,14892.0,73.0,1.0,5.0,0.23,"$75,000-99,999",True,6916.666667,1.0,2.0,2.0,0.0,0.0,5000.0,0.0,4000,146.66,1.0,0,0,0.0,28
Unknown,36,0,0.37453000000000003,0.35,0.34,0.1399,0.18,0.1399,1.0,HR,4.0,7,NV,Tradesman - Mechanic,Full-time,31.0,True,False,Unknown,660.0,679.0,1988-12-01 00:00:00,15.0,13.0,53.0,11,778.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,35760.0,0.96,827.0,44.0,1.0,0.0,0.29,"$50,000-74,999",True,5931.416667,1.0,22.0,22.0,0.0,0.0,3000.0,1542.12,5000,226.18,1.0,0,1,4428.0,8
B,36,1,0.16235,0.148,0.138,0.12885,,,4.0,Unknown,6.0,1,WA,Other,Full-time,78.0,True,True,F17033811282558071CC091,700.0,719.0,1992-09-16 00:00:00,7.0,7.0,24.0,3,282.0,1.0,2.0,0.0,0.0,12.0,2.0,0.0,48193.0,1.0,1.0,22.0,0.68,0.0,0.14,"$75,000-99,999",True,6541.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7900,273.08,1.0,0,0,0.0,207
Unknown,36,1,0.13301,0.105,0.095,0.09202,0.0274,0.06462000000000001,6.0,A,8.0,1,IN,Laborer,Employed,66.0,True,False,Unknown,700.0,719.0,2001-08-19 00:00:00,13.0,13.0,34.0,11,333.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5925.0,0.39,8975.0,18.0,0.83,0.0,0.16,"$50,000-74,999",True,4333.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,195.01,1.0,0,0,0.0,1
Unknown,60,0,0.26887,0.2433,0.2333,0.2278,0.0799,0.1479,4.0,C,8.0,10,AL,Administrative Assistant,Employed,61.0,False,False,Unknown,640.0,659.0,1993-04-01 00:00:00,6.0,6.0,21.0,7,442.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11396.0,0.79,1407.0,21.0,1.0,0.0,0.15,"$50,000-74,999",True,4583.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000,231.68,1.0,0,0,0.0,13
Unknown,60,1,0.21156,0.1874,0.1774,0.1668,0.0624,0.1044,4.0,C,6.0,1,KS,Executive,Employed,24.0,True,False,Unknown,760.0,779.0,1989-03-01 00:00:00,7.0,7.0,25.0,5,561.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,22455.0,0.8,5345.0,23.0,1.0,0.0,0.09,"$100,000+",True,15833.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,644.94,1.0,0,0,0.0,54
Unknown,36,1,0.08591,0.0825,0.0725,0.057,0.0155,0.057,7.0,AA,10.0,7,NC,Other,Employed,118.0,True,False,Unknown,760.0,779.0,1994-03-01 00:00:00,9.0,7.0,34.0,5,210.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9473.0,0.21,35127.0,19.0,0.89,1.0,0.12,"$50,000-74,999",True,5583.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,188.71,1.0,0,0,0.0,195
Unknown,36,1,0.2353,0.1979,0.1879,0.1749,0.0774,0.0975,4.0,C,5.0,11,IL,Analyst,Employed,28.0,False,False,Unknown,680.0,699.0,2006-09-27 00:00:00,17.0,17.0,26.0,4,293.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10149.0,0.69,4418.0,21.0,0.95,0.0,0.29,"$75,000-99,999",True,6825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000,555.85,1.0,0,0,0.0,225
Unknown,60,1,0.29464,0.2684,0.2584,0.252,0.1025,0.1495,3.0,D,6.0,1,KS,Fireman,Employed,94.0,True,False,Unknown,700.0,719.0,2003-06-01 00:00:00,9.0,9.0,25.0,7,884.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,14986.0,0.66,6913.0,21.0,1.0,0.0,0.49,"$25,000-49,999",True,3875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000,456.6,1.0,0,0,0.0,15
B,36,1,0.18454,0.17,0.16,0.15085,,,4.0,Unknown,6.0,3,OH,Professional,Full-time,94.0,True,False,Unknown,680.0,699.0,1993-08-09 00:00:00,26.0,24.0,47.0,17,1205.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,149347.0,0.84,27451.0,43.0,0.86,0.0,0.12,"$50,000-74,999",True,5416.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,354.42,1.0,0,0,0.0,313
Unknown,36,0,0.25781,0.2199,0.2099,0.2048,0.0925,0.1123,3.0,D,6.0,7,CA,Other,Other,55.0,True,False,Unknown,720.0,739.0,1976-11-01 00:00:00,13.0,13.0,28.0,13,1090.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,96743.0,0.85,16049.0,27.0,1.0,1.0,0.21,"$50,000-74,999",True,5575.583333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,190.93,1.0,0,0,0.0,83
B,36,1,0.19261,0.178,0.168,0.15885,,,4.0,Unknown,6.0,4,CA,Other,Full-time,28.0,False,False,Unknown,680.0,699.0,2000-08-17 00:00:00,4.0,4.0,6.0,3,267.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11395.0,0.64,6405.0,6.0,0.66,0.0,0.3,"$25,000-49,999",True,3166.666667,1.0,13.0,13.0,0.0,0.0,4000.0,2796.81,15000,537.1,1.0,0,0,0.0,313
Unknown,36,1,0.30704000000000004,0.2835,0.2735,0.1667,0.1,0.1667,3.0,D,6.0,7,GA,Professional,Full-time,131.0,False,True,BA20339049003131177064E,740.0,759.0,1998-12-17 00:00:00,5.0,4.0,20.0,2,85.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2698.0,0.71,577.0,16.0,0.93,0.0,0.42,"$1-24,999",True,1775.0,1.0,25.0,25.0,0.0,0.0,5000.0,1822.36,5000,207.76,1.0,0,0,0.0,73
E,36,1,0.34408,0.32,0.31,0.30085,,,4.0,Unknown,6.0,1,CT,Clerical,Full-time,16.0,False,False,Unknown,580.0,599.0,2001-01-27 00:00:00,14.0,14.0,17.0,13,289.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,8761.0,0.99,143.0,17.0,0.88,1.0,0.33,"$25,000-49,999",True,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,93.57,1.0,0,0,0.0,25
AA,36,1,0.0887,0.0715,0.0665,0.052349999999999994,,,4.0,Unknown,6.0,0,VA,Other,Part-time,0.0,True,True,D17D33657642555850349EB,820.0,839.0,1991-01-07 00:00:00,5.0,5.0,13.0,8,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2230.0,0.01,190270.0,12.0,1.0,0.0,0.02,"$100,000+",True,8333.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,30.95,1.0,0,0,0.0,59
B,36,1,0.15417999999999998,0.1399,0.1299,0.12075,,,4.0,Unknown,6.0,1,FL,Car Dealer,Full-time,30.0,False,False,Unknown,680.0,699.0,1993-05-18 00:00:00,12.0,11.0,13.0,9,549.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12612.0,0.51,11888.0,13.0,1.0,1.0,68.35,$0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,68.35,1.0,0,0,0.0,86
D,36,0,0.18725999999999998,0.18,0.17,0.16085,,,4.0,Unknown,6.0,0,CA,Realtor,Full-time,63.0,True,True,C9643379247860156A00EC0,620.0,639.0,1992-11-06 00:00:00,12.0,8.0,33.0,7,2552.0,19.0,47.0,0.0,0.0,2.0,1.0,0.0,279118.0,0.99,617.0,30.0,0.8,4.0,0.41,"$75,000-99,999",True,7700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9700,350.68,1.0,0,0,0.0,278
AA,36,1,0.08684,0.08,0.08,0.06085,,,4.0,Unknown,6.0,4,OH,Laborer,Part-time,18.0,True,False,Unknown,760.0,779.0,1986-12-01 00:00:00,5.0,5.0,15.0,4,83.0,1.0,3.0,0.0,0.0,9.0,0.0,0.0,2316.0,0.31,5034.0,15.0,0.86,1.0,0.22,"$25,000-49,999",True,2333.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500,109.68,1.0,0,0,0.0,69
C,36,0,0.18666,0.1794,0.1694,0.16025,,,4.0,Unknown,6.0,0,CA,Other,Not employed,52.0,False,False,Unknown,660.0,679.0,1996-01-01 00:00:00,0.0,0.0,6.0,0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.66,0.0,0.13,Not employed,True,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,108.37,1.0,0,0,0.0,48
Unknown,60,1,0.14657,0.1329,0.1229,0.1225,0.026,0.0965,6.0,A,8.0,1,CA,Other,Employed,44.0,True,False,Unknown,780.0,799.0,1998-07-16 00:00:00,17.0,15.0,37.0,13,507.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,15434.0,0.28,37467.0,34.0,1.0,1.0,0.24,"$50,000-74,999",True,4750.0,3.0,36.0,36.0,0.0,0.0,11650.0,2148.83,12000,274.82,1.0,0,0,0.0,147
E,36,1,0.37453000000000003,0.35,0.34,0.33085,,,4.0,Unknown,6.0,7,CA,Professional,Full-time,117.0,False,False,Unknown,580.0,599.0,1993-08-11 00:00:00,14.0,13.0,38.0,12,1499.0,17.0,24.0,0.0,0.0,0.0,0.0,0.0,75787.0,0.94,5189.0,37.0,0.97,4.0,0.49,"$50,000-74,999",True,4166.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,45.24,1.0,0,0,0.0,14
C,36,0,0.18725999999999998,0.18,0.17,0.16085,,,4.0,Unknown,6.0,0,WA,Other,Full-time,228.0,True,False,Unknown,640.0,659.0,1987-10-16 00:00:00,14.0,14.0,31.0,11,208.0,6.0,9.0,3.0,5055.0,3.0,1.0,0.0,5353.0,0.39,6482.0,27.0,0.7,4.0,0.17,"$50,000-74,999",True,5833.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800,137.38,1.0,0,0,0.0,41
Unknown,36,1,0.35643,0.3199,0.3099,0.2957,0.147,0.1487,2.0,E,5.0,7,AZ,Administrative Assistant,Employed,15.0,False,False,Unknown,680.0,699.0,1996-03-14 00:00:00,2.0,1.0,20.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,19.0,0.73,0.0,0.21,"$25,000-49,999",True,2833.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,217.74,1.0,0,0,0.0,25
Unknown,36,1,0.17359000000000002,0.1449,0.1349,0.1326,0.0565,0.0761,5.0,B,8.0,1,NY,Teacher,Employed,115.0,False,False,Unknown,720.0,739.0,1979-08-17 00:00:00,7.0,5.0,21.0,7,315.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,16175.0,0.44,20325.0,19.0,1.0,1.0,0.17,"$50,000-74,999",True,5166.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000,516.24,1.0,0,0,0.0,264
HR,36,1,0.27255,0.2495,0.2395,0.23035,,,4.0,Unknown,6.0,1,OR,Student - College Junior,Full-time,75.0,False,False,Unknown,520.0,539.0,2004-11-29 00:00:00,9.0,8.0,14.0,7,208.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,5059.0,1.01,102.0,9.0,0.88,4.0,0.29,"$1-24,999",True,1700.6666670000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,59.6,1.0,0,0,0.0,40
Unknown,36,1,0.27466999999999997,0.2399,0.2299,0.2243,0.1,0.1243,3.0,D,5.0,7,WI,Civil Service,Full-time,409.0,False,False,Unknown,640.0,659.0,1983-09-01 00:00:00,14.0,12.0,34.0,11,375.0,1.0,2.0,8.0,55.0,3.0,1.0,0.0,10048.0,0.97,222.0,28.0,0.79,1.0,0.21,"$50,000-74,999",True,4166.666667,3.0,82.0,82.0,0.0,0.0,10000.0,2243.94,3000,117.68,1.0,0,0,0.0,4
C,36,0,0.13625,0.115,0.105,0.09585,,,4.0,Unknown,6.0,4,FL,Executive,Full-time,71.0,False,False,Unknown,640.0,659.0,1998-01-15 00:00:00,16.0,13.0,21.0,10,170.0,3.0,21.0,0.0,0.0,0.0,1.0,0.0,2675.0,0.09,25275.0,21.0,1.0,0.0,0.19,"$75,000-99,999",True,7083.333333,1.0,10.0,10.0,0.0,0.0,7500.0,5731.09,1000,32.98,1.0,0,0,0.0,38
C,36,0,0.17722000000000002,0.17,0.16,0.15085,,,4.0,Unknown,6.0,0,CA,Professional,Self-employed,33.0,True,False,Unknown,660.0,679.0,1996-10-24 00:00:00,11.0,9.0,23.0,7,1726.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,128824.0,0.99,324.0,23.0,1.0,4.0,0.25,"$75,000-99,999",True,6250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,178.26,1.0,0,0,0.0,46
Unknown,36,1,0.23383,0.1999,0.1899,0.1855,0.087,0.0985,4.0,C,8.0,1,CA,Computer Programmer,Employed,3.0,False,False,Unknown,640.0,659.0,2005-01-02 00:00:00,8.0,6.0,8.0,5,467.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,16406.0,0.88,2141.0,8.0,1.0,0.0,0.08,"$75,000-99,999",True,6666.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,92.9,1.0,0,0,0.0,50
Unknown,60,1,0.15936,0.1364,0.1264,0.1259,0.0249,0.101,6.0,A,9.0,20,NY,Executive,Employed,74.0,False,False,Unknown,760.0,779.0,2006-06-01 00:00:00,10.0,10.0,17.0,10,312.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6390.0,0.0,12500.0,15.0,1.0,1.0,0.03,"$100,000+",True,41666.666667000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,577.05,1.0,0,0,0.0,43
Unknown,36,0,0.35796999999999995,0.3177,0.3077,0.2896,0.165,0.1246,1.0,HR,4.0,7,PA,Medical Technician,Employed,39.0,False,False,Unknown,660.0,679.0,1999-01-29 00:00:00,2.0,2.0,14.0,0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.71,1.0,0.19,"$25,000-49,999",True,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,173.71,1.0,0,0,0.0,63
Unknown,36,1,0.38058000000000003,0.3435,0.3335,0.1761,0.142,0.1761,2.0,E,6.0,6,KS,Computer Programmer,Employed,89.0,True,False,Unknown,660.0,679.0,1996-08-22 00:00:00,4.0,2.0,39.0,3,53.0,1.0,5.0,8.0,16855.0,9.0,1.0,1.0,0.0,0.0,1000.0,34.0,0.82,0.0,0.02,"$75,000-99,999",True,7056.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2499,112.13,1.0,0,0,0.0,100
HR,36,1,0.3738,0.35,0.34,0.33085,,,4.0,Unknown,6.0,1,MN,Professional,Full-time,11.0,False,True,E6D73393282910294C68226,520.0,539.0,1997-10-13 00:00:00,4.0,5.0,22.0,2,30.0,4.0,17.0,10.0,5575.0,46.0,0.0,0.0,698.0,1.16,0.0,14.0,0.2,0.0,0.17,"$25,000-49,999",True,3833.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2575,116.48,1.0,0,0,0.0,25
