CreditGrade,Term,LoanStatus,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,GroupKey,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,LoanOriginalAmount,MonthlyLoanPayment,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
Unknown,36,1,0.30532,0.2699,0.2599,0.2534,0.112,0.1414,3.0,D,5.0,3,CA,Professional,Employed,107.0,True,False,Unknown,740.0,759.0,1996-10-08 00:00:00,11.0,10.0,22.0,5,701.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,31194.0,0.77,9378.0,16.0,0.93,1.0,0.18,"$100,000+",True,11750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7870,321.26,0.787,0,0,0.0,138
Unknown,36,1,0.34045,0.3006,0.2906,0.2643,0.1475,0.1168,2.0,E,5.0,13,MI,Nurse (RN),Employed,109.0,True,False,Unknown,760.0,779.0,1979-08-01 00:00:00,14.0,14.0,43.0,11,1395.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,56092.0,0.6,34783.0,39.0,1.0,1.0,0.36,"$50,000-74,999",True,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,169.94,1.0,0,0,0.0,34
B,36,1,0.14843,0.1342,0.1242,0.11505000000000001,,,4.0,Unknown,6.0,2,OH,Engineer - Mechanical,Full-time,25.0,False,False,Unknown,700.0,719.0,2001-05-22 00:00:00,9.0,8.0,19.0,5,95.0,1.0,4.0,1.0,54.0,44.0,0.0,0.0,201.0,0.0,500.0,18.0,0.36,0.0,0.12,"$25,000-49,999",True,2333.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2175,73.73,1.0,0,0,0.0,95
Unknown,12,1,0.06799,0.0586,0.0486,0.048,0.0099,0.0381,7.0,AA,9.0,1,ID,Civil Service,Employed,39.0,True,False,Unknown,840.0,859.0,1997-10-28 00:00:00,7.0,7.0,17.0,4,95.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10112.0,0.2,40288.0,16.0,0.93,0.0,0.17,"$50,000-74,999",True,4783.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,516.01,1.0,0,0,0.0,101
Unknown,60,0,0.27246,0.2468,0.2368,0.2312,0.089,0.1422,4.0,C,7.0,7,CA,Police Officer/Correction Officer,Employed,58.0,False,False,Unknown,660.0,679.0,2004-11-16 00:00:00,7.0,7.0,8.0,6,256.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7858.0,0.51,4422.0,8.0,1.0,0.0,0.31,"$25,000-49,999",True,3333.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000,437.46,1.0,0,0,0.0,48
Unknown,36,0,0.2951,0.2599,0.2499,0.2437,0.108,0.1357,3.0,D,5.0,1,IL,Engineer - Electrical,Employed,56.0,True,False,Unknown,760.0,779.0,2001-03-15 00:00:00,15.0,11.0,47.0,10,493.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,16585.0,0.53,14615.0,37.0,1.0,0.0,0.41,"$50,000-74,999",True,4166.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12504,503.74,0.8931,0,0,0.0,115
Unknown,60,1,0.20357999999999998,0.1845,0.1745,0.1715,0.0565,0.115,5.0,B,9.0,20,CA,Executive,Employed,4.0,False,False,Unknown,660.0,679.0,1991-03-01 00:00:00,10.0,8.0,18.0,9,720.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,32245.0,0.39,50105.0,15.0,0.8,0.0,0.13,"$100,000+",True,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000,384.58,1.0,0,0,0.0,283
Unknown,36,1,0.11765999999999999,0.0899,0.0799,0.0797,0.02,0.0597,6.0,A,10.0,1,NY,Analyst,Employed,15.0,False,False,Unknown,740.0,759.0,2000-08-07 00:00:00,8.0,8.0,14.0,7,281.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14147.0,0.26,38390.0,14.0,1.0,0.0,0.19,"$75,000-99,999",True,6250.0,1.0,5.0,5.0,0.0,0.0,3000.0,0.0,10000,317.95,1.0,1,0,0.0,179
HR,36,0,0.30564,0.29,0.27,0.27085,,,4.0,Unknown,6.0,0,NM,Food Service Management,Full-time,125.0,False,True,FEF83377364176536637E50,520.0,539.0,1995-10-05 00:00:00,12.0,8.0,24.0,4,140.0,6.0,10.0,9.0,3414.0,6.0,0.0,0.0,1468.0,1.06,55.0,18.0,0.58,11.0,0.27,"$1-24,999",True,1966.6666670000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2501,104.81,1.0,0,0,0.0,12
Unknown,36,1,0.11647,0.113,0.103,0.0879,0.015,0.0879,7.0,AA,8.0,1,CA,Executive,Full-time,16.0,True,False,Unknown,820.0,839.0,1993-04-09 00:00:00,8.0,8.0,36.0,5,97.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3879.0,0.43,5121.0,25.0,0.96,0.0,0.08,"$100,000+",True,10833.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500,246.61,1.0,0,0,0.0,256
Unknown,36,0,0.33393,0.31,0.3,0.0324,0.25,0.0324,1.0,HR,2.0,7,OR,Other,Full-time,23.0,False,False,Unknown,600.0,619.0,1995-12-19 00:00:00,4.0,3.0,47.0,1,80.0,1.0,8.0,11.0,5788.0,26.0,2.0,0.0,878.0,2.5,0.0,30.0,0.38,0.0,0.08,"$25,000-49,999",True,3583.333333,1.0,22.0,20.0,2.0,0.0,1000.0,0.0,2000,86.0,1.0,0,0,0.0,59
B,36,0,0.17697000000000002,0.1625,0.1525,0.14335,,,4.0,Unknown,6.0,3,NY,Other,Full-time,83.0,False,False,Unknown,700.0,719.0,2003-03-05 00:00:00,6.0,5.0,11.0,6,202.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9562.0,0.41,13438.0,10.0,1.0,0.0,0.34,"$25,000-49,999",True,4018.916667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000,529.21,1.0,0,0,0.0,398
AA,36,1,0.07708,0.06,0.06,0.04085,,,4.0,Unknown,6.0,4,OH,Professional,Full-time,218.0,True,False,Unknown,840.0,859.0,1989-11-17 00:00:00,16.0,14.0,36.0,14,390.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10892.0,0.06,143711.0,34.0,1.0,0.0,0.01,"$50,000-74,999",True,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,30.42,1.0,0,0,0.0,67
Unknown,60,0,0.28704,0.261,0.251,0.2448,0.099,0.1458,3.0,D,2.0,15,MD,Analyst,Employed,127.0,True,False,Unknown,680.0,699.0,1995-12-01 00:00:00,8.0,6.0,33.0,3,793.0,1.0,3.0,2.0,2389.0,1.0,0.0,0.0,144519.0,0.99,101.0,31.0,0.93,0.0,0.26,"$75,000-99,999",True,6500.0,1.0,9.0,9.0,0.0,0.0,5000.0,4151.03,6500,195.0,1.0,0,0,0.0,15
Unknown,36,1,0.30532,0.2699,0.2599,0.2534,0.112,0.1414,3.0,D,7.0,2,IL,Military Enlisted,Employed,207.0,False,False,Unknown,660.0,679.0,1993-12-29 00:00:00,12.0,11.0,39.0,8,365.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13077.0,0.45,5367.0,39.0,0.87,0.0,0.28,"$75,000-99,999",True,6250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500,224.51,1.0,0,1,1000.0,38
C,36,0,0.16617,0.159,0.139,0.13985,,,4.0,Unknown,6.0,0,MD,Principal,Full-time,11.0,True,True,91C333646338488393733C0,640.0,659.0,1992-09-14 00:00:00,26.0,24.0,54.0,17,2827.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,244905.0,0.85,32069.0,51.0,1.0,0.0,0.22,"$100,000+",True,18246.666666999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000,491.51,1.0,0,0,0.0,448
Unknown,36,1,0.35131999999999997,0.3149,0.3049,0.2909,0.147,0.1439,2.0,E,1.0,7,VA,Computer Programmer,Self-employed,28.0,True,False,Unknown,800.0,819.0,1996-12-01 00:00:00,16.0,14.0,54.0,8,434.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,20901.0,0.41,27383.0,49.0,0.87,1.0,0.016571409119816374,"$100,000+",False,19583.333333000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500,324.54,1.0,0,0,0.0,91
Unknown,36,0,0.33393,0.31,0.3,0.1392,0.147,0.1392,2.0,E,8.0,1,PA,Sales - Retail,Part-time,21.0,False,False,Unknown,620.0,639.0,1990-01-02 00:00:00,10.0,10.0,21.0,9,365.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13528.0,0.93,822.0,19.0,1.0,1.0,0.35,"$25,000-49,999",True,2083.333333,1.0,5.0,5.0,0.0,0.0,1500.0,0.0,2000,86.0,1.0,1,0,0.0,72
Unknown,36,0,0.24758000000000002,0.2099,0.1999,0.1952,0.0849,0.1103,4.0,C,6.0,13,GA,Sales - Retail,Self-employed,11.0,True,False,Unknown,800.0,819.0,1998-01-31 00:00:00,10.0,9.0,15.0,7,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16588.0,0.31,36712.0,13.0,0.92,0.0,0.23494802498559858,"$25,000-49,999",False,2083.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000,489.71,1.0,0,0,0.0,55
C,36,0,0.18781,0.1659,0.1559,0.14675,,,4.0,Unknown,6.0,7,MA,Engineer - Mechanical,Full-time,17.0,True,False,Unknown,640.0,659.0,1999-08-24 00:00:00,14.0,14.0,27.0,12,813.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,35919.0,0.77,10631.0,26.0,1.0,2.0,0.23,"$50,000-74,999",True,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250,79.76,1.0,0,0,0.0,73
Unknown,36,1,0.08341,0.08,0.07,0.07,0.0155,0.0545,7.0,AA,10.0,1,CA,Executive,Employed,61.0,False,False,Unknown,800.0,819.0,1981-06-01 00:00:00,8.0,7.0,22.0,9,574.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,4958.0,0.22,17442.0,21.0,0.95,0.0,0.07,"$100,000+",True,18333.333333000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,783.41,1.0,0,0,0.0,170
E,36,0,0.37453000000000003,0.35,0.34,0.33085,,,4.0,Unknown,6.0,1,CA,Clerical,Full-time,65.0,True,False,Unknown,580.0,599.0,1995-11-24 00:00:00,19.0,17.0,34.0,14,361.0,1.0,30.0,0.0,0.0,12.0,0.0,0.0,11596.0,0.75,3564.0,25.0,0.88,6.0,0.24,"$25,000-49,999",True,3246.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850,83.69,1.0,1,0,0.0,10
Unknown,36,1,0.08191,0.0785,0.0685,0.0555,0.013,0.0555,7.0,AA,10.0,1,MI,Executive,Full-time,201.0,True,False,Unknown,780.0,799.0,1992-06-12 00:00:00,9.0,9.0,30.0,4,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8217.0,0.41,11783.0,25.0,0.84,0.0,0.14,"$100,000+",True,15000.0,1.0,30.0,30.0,0.0,0.0,17000.0,3351.87,11500,359.57,1.0,0,0,0.0,375
Unknown,36,0,0.30532,0.2699,0.2599,0.2534,0.108,0.1454,3.0,D,6.0,6,OR,Other,Employed,1.0,False,False,Unknown,640.0,659.0,1998-12-08 00:00:00,8.0,8.0,14.0,5,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9469.0,0.89,556.0,14.0,1.0,1.0,0.08161279573475508,"$25,000-49,999",False,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,244.92,1.0,0,0,0.0,126
Unknown,36,1,0.25424,0.2199,0.2099,0.2048,0.098,0.1068,3.0,D,6.0,7,UT,Sales - Commission,Employed,12.0,False,False,Unknown,660.0,679.0,1991-04-23 00:00:00,2.0,2.0,35.0,0,0.0,0.0,8.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,30.0,0.7,0.0,0.06,"$25,000-49,999",True,3806.833333,2.0,46.0,46.0,0.0,0.0,2000.0,703.0,2900,110.74,1.0,0,0,0.0,17
Unknown,36,1,0.15803,0.1365,0.1265,0.0749,0.0495,0.0749,5.0,B,8.0,2,MO,Engineer - Mechanical,Full-time,309.0,True,False,Unknown,780.0,799.0,1987-12-01 00:00:00,10.0,8.0,34.0,3,358.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,10963.0,0.28,27037.0,28.0,0.96,2.0,0.13,"$100,000+",True,10000.0,1.0,8.0,8.0,0.0,0.0,5000.0,3982.56,15000,510.12,1.0,0,0,0.0,290
Unknown,36,0,0.30532,0.2699,0.2599,0.2534,0.112,0.1414,3.0,D,5.0,1,KY,Other,Not employed,28.0,True,False,Unknown,740.0,759.0,1999-03-17 00:00:00,7.0,6.0,12.0,4,124.0,1.0,1.0,1.0,75.0,0.0,1.0,0.0,888.0,0.15,2789.0,11.0,0.75,4.0,204.1,Not employed,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,204.1,1.0,0,0,0.0,7
A,36,0,0.12402,0.11,0.1,0.09085,,,4.0,Unknown,6.0,4,IL,Skilled Labor,Full-time,3.0,False,False,Unknown,720.0,739.0,2003-10-30 00:00:00,5.0,5.0,6.0,6,175.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.28,7044.0,6.0,0.83,0.0,0.16,"$25,000-49,999",True,2083.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,163.69,1.0,0,0,0.0,100
C,36,1,0.15200999999999998,0.1449,0.1349,0.12575,,,4.0,Unknown,6.0,0,MI,Other,Full-time,125.0,False,True,C80D337515684920818AB06,640.0,659.0,1997-03-01 00:00:00,8.0,5.0,23.0,3,114.0,0.0,3.0,1.0,276.0,0.0,0.0,0.0,3183.0,0.96,82.0,16.0,0.88,2.0,0.44,"$1-24,999",True,1906.6666670000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,99.12,1.0,0,0,0.0,113
Unknown,60,1,0.1263,0.1129,0.1029,0.1026,0.0325,0.0701,6.0,A,9.0,1,MO,Computer Programmer,Full-time,34.0,True,True,F8013365348383883315629,740.0,759.0,1986-03-01 00:00:00,8.0,7.0,25.0,3,304.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15130.0,0.54,12570.0,25.0,1.0,0.0,0.17,"$75,000-99,999",True,7083.333333,3.0,52.0,52.0,0.0,0.0,9100.0,1108.44,19335,423.18,0.9206,0,0,0.0,241
Unknown,36,1,0.36286,0.3385,0.3285,0.1734,0.14,0.1734,2.0,E,6.0,3,MO,Other,Full-time,121.0,False,False,Unknown,660.0,679.0,1996-02-21 00:00:00,8.0,7.0,28.0,4,129.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3371.0,0.79,568.0,24.0,0.8,1.0,0.14,"$100,000+",True,10416.666667,1.0,35.0,35.0,0.0,0.0,6000.0,197.71,7500,334.41,1.0,0,0,0.0,255
Unknown,36,0,0.38723,0.35,0.34,0.0799,0.24,0.0799,1.0,HR,3.0,1,VA,Military Enlisted,Employed,216.0,False,False,Unknown,680.0,699.0,1993-12-19 00:00:00,10.0,9.0,63.0,8,410.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,6143.0,0.22,8857.0,46.0,0.97,3.0,0.36,"$75,000-99,999",True,6666.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500,339.27,1.0,1,1,2000.0,31
Unknown,12,1,0.23554,0.1576,0.1476,0.1443,0.088,0.0563,4.0,C,7.0,13,MA,Accountant/CPA,Employed,71.0,False,False,Unknown,640.0,659.0,2002-08-30 00:00:00,5.0,5.0,22.0,5,99.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,3073.0,0.59,2127.0,19.0,0.47,0.0,0.08,"$50,000-74,999",True,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,181.23,1.0,0,0,0.0,9
Unknown,36,0,0.39153000000000004,0.35,0.34,0.1369,0.183,0.1369,1.0,HR,5.0,2,TX,Construction,Full-time,12.0,False,False,Unknown,640.0,659.0,1999-07-03 00:00:00,0.0,0.0,28.0,0,0.0,1.0,1.0,1.0,1078.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.96,0.0,0.01,"$50,000-74,999",True,4750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,67.85,1.0,0,0,0.0,44
Unknown,60,1,0.20357999999999998,0.1845,0.1745,0.1715,0.0595,0.112,5.0,B,8.0,3,FL,Truck Driver,Employed,8.0,False,False,Unknown,660.0,679.0,2005-12-07 00:00:00,6.0,5.0,7.0,5,167.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3855.0,0.71,1406.0,7.0,1.0,0.0,0.14,"$25,000-49,999",True,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000,307.67,1.0,0,0,0.0,33
HR,36,1,0.37453000000000003,0.35,0.34,0.33085,,,4.0,Unknown,6.0,3,NV,Car Dealer,Self-employed,100.0,False,False,Unknown,520.0,539.0,1998-09-27 00:00:00,1.0,0.0,12.0,0,0.0,0.0,0.0,11.0,12439.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,0.09,0.0,0.019383033419023137,"$25,000-49,999",False,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800,67.86,1.0,0,0,0.0,1
B,36,1,0.16435999999999998,0.15,0.14,0.13085,,,4.0,Unknown,6.0,1,MN,Teacher,Part-time,108.0,True,False,Unknown,680.0,699.0,1990-01-24 00:00:00,7.0,7.0,23.0,7,834.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,42148.0,0.95,2152.0,19.0,1.0,0.0,0.24,"$50,000-74,999",True,4166.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,173.33,1.0,0,0,0.0,163
Unknown,36,1,0.30130999999999997,0.2624,0.2524,0.22987,0.1325,0.09737,2.0,E,2.0,1,GA,Administrative Assistant,Employed,195.0,True,False,Unknown,680.0,699.0,1994-09-14 00:00:00,14.0,13.0,48.0,12,485.0,1.0,7.0,0.0,0.0,9.0,1.0,0.0,9800.0,0.4,13009.0,46.0,0.82,3.0,0.31,"$25,000-49,999",True,3583.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,161.67,1.0,0,0,0.0,1
D,36,0,0.32378,0.3,0.29,0.28085,,,4.0,Unknown,6.0,1,MD,Skilled Labor,Full-time,254.0,True,False,Unknown,620.0,639.0,1995-11-01 00:00:00,7.0,6.0,14.0,4,106.0,6.0,30.0,0.0,0.0,0.0,1.0,0.0,10521.0,0.72,860.0,13.0,0.92,2.0,0.09,"$50,000-74,999",True,6145.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,169.81,1.0,0,0,0.0,87
D,36,1,0.2425,0.235,0.225,0.21585,,,4.0,Unknown,6.0,0,IL,Sales - Commission,Full-time,21.0,True,False,Unknown,620.0,639.0,1992-12-21 00:00:00,11.0,10.0,38.0,5,293.0,6.0,44.0,0.0,0.0,0.0,1.0,0.0,8975.0,0.98,165.0,30.0,0.86,0.0,0.2,"$25,000-49,999",True,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500,115.82,1.0,0,0,0.0,23
Unknown,36,1,0.29265,0.2575,0.2475,0.1434,0.098,0.1434,3.0,D,6.0,1,FL,Military Officer,Employed,230.0,True,False,Unknown,700.0,719.0,1992-05-28 00:00:00,10.0,9.0,23.0,8,616.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18475.0,0.81,2619.0,23.0,1.0,0.0,0.27,"$75,000-99,999",True,6250.0,1.0,23.0,23.0,0.0,0.0,5000.0,1979.69,13000,522.05,1.0,1,1,2000.0,242
B,36,1,0.1281,0.1105,0.1005,0.09135,,,4.0,Unknown,6.0,4,WA,Other,Full-time,59.0,True,False,Unknown,680.0,699.0,1988-10-28 00:00:00,9.0,6.0,25.0,4,450.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,29283.0,1.0,0.0,23.0,0.69,1.0,0.1,"$25,000-49,999",True,3416.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,32.76,1.0,0,0,0.0,35
Unknown,60,0,0.23318000000000003,0.2085,0.1985,0.195,0.0565,0.1385,5.0,B,8.0,1,NY,Teacher,Employed,20.0,True,False,Unknown,720.0,739.0,1998-05-22 00:00:00,2.0,2.0,17.0,2,138.0,1.0,3.0,4.0,11615.0,17.0,0.0,0.0,7088.0,0.25,20512.0,12.0,0.69,0.0,0.1,"$50,000-74,999",True,5416.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000,404.54,1.0,0,0,0.0,7
Unknown,36,1,0.35796999999999995,0.3177,0.3077,0.2896,0.165,0.1246,1.0,HR,2.0,1,TX,Sales - Commission,Self-employed,285.0,False,False,Unknown,700.0,719.0,1964-10-01 00:00:00,2.0,2.0,8.0,4,678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5014.0,1.1,0.0,7.0,1.0,0.0,0.03125969767005841,"$50,000-74,999",False,4166.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,130.28,1.0,0,0,0.0,59
Unknown,36,1,0.20268,0.166,0.156,0.14661,0.0624,0.08421000000000001,4.0,C,5.0,2,WA,Analyst,Employed,145.0,True,False,Unknown,680.0,699.0,2000-11-15 00:00:00,6.0,6.0,26.0,3,40.0,3.0,6.0,1.0,1181.0,15.0,1.0,0.0,990.0,0.36,1120.0,25.0,0.72,2.0,0.12,"$50,000-74,999",True,5916.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000,248.18,1.0,0,0,0.0,51
Unknown,36,1,0.24758000000000002,0.2099,0.1999,0.1952,0.0849,0.1103,4.0,C,7.0,2,FL,Other,Employed,153.0,True,False,Unknown,720.0,739.0,1994-10-04 00:00:00,16.0,14.0,52.0,14,533.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,23299.0,0.59,15824.0,48.0,1.0,0.0,0.32,"$25,000-49,999",True,3666.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,188.35,1.0,0,0,0.0,81
Unknown,36,1,0.27285,0.2346,0.2246,0.2064,0.1025,0.1039,3.0,D,6.0,1,WA,Clerical,Employed,3.0,False,False,Unknown,660.0,679.0,2003-10-03 00:00:00,7.0,5.0,16.0,4,131.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4843.0,0.66,2423.0,14.0,1.0,1.0,0.15,"$25,000-49,999",True,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,233.7,1.0,0,0,0.0,1
Unknown,36,0,0.37853000000000003,0.3415,0.3315,0.1742,0.142,0.1742,2.0,E,6.0,1,CA,Retail Management,Employed,18.0,False,False,Unknown,640.0,659.0,1999-12-15 00:00:00,5.0,3.0,12.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.9,0.0,0.22,"$25,000-49,999",True,3333.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500,335.67,1.0,0,0,0.0,73
Unknown,36,1,0.30532,0.2699,0.2599,0.2534,0.112,0.1414,3.0,D,5.0,1,NC,Other,Employed,182.0,True,False,Unknown,720.0,739.0,1990-12-01 00:00:00,12.0,10.0,53.0,7,994.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29161.0,0.84,4436.0,49.0,0.95,1.0,0.42,"$75,000-99,999",True,6833.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,408.2,1.0,0,0,0.0,9
Unknown,60,1,0.28704,0.261,0.251,0.2448,0.099,0.1458,3.0,D,5.0,1,MO,Clerical,Employed,190.0,True,True,4707336438924330015F446,620.0,639.0,1990-08-07 00:00:00,18.0,13.0,52.0,8,309.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,6050.0,0.28,7934.0,48.0,0.87,0.0,0.47,"$50,000-74,999",True,4612.833333,4.0,120.0,88.0,32.0,0.0,19000.0,2908.22,15000,450.0,1.0,0,0,0.0,172
Unknown,36,1,0.35356,0.3134,0.3034,0.276,0.1575,0.1185,1.0,HR,2.0,20,NY,Teacher,Employed,16.0,False,False,Unknown,700.0,719.0,2000-08-29 00:00:00,4.0,4.0,32.0,5,227.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6688.0,0.48,7048.0,8.0,0.75,0.0,0.66,"$1-24,999",True,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,172.76,1.0,0,0,0.0,82
